IDENT_PSN,FAMNO_PSN,IUNO_PSN,PERSON_NUMBER,PERS_WT
03033518,1,01,01,04946889
03033518,1,01,02,04909100
03048930,1,01,01,02112900
03048930,1,01,02,02113981
03057958,1,01,01,04091265
03057958,1,01,02,04823896
03057958,1,01,03,07547333
03072345,1,01,01,02019603
03072345,1,01,02,01850000
03081848,1,01,01,01991494
03081848,1,01,02,02121176
03082761,1,01,01,04750113
03082761,1,01,02,04280127
03101432,1,01,01,05105000
03101432,1,01,02,04244698
03105247,1,01,01,04647927
03105247,1,01,02,04246231
03109248,1,01,01,02208214
03109248,1,01,02,02307272
03125748,1,01,01,02602631
03125748,1,01,02,02121176
03125748,1,01,03,01783913
03126500,1,01,01,02319629
03126500,1,01,02,01885294
03128020,1,01,01,02382739
03128020,1,02,01,01991494
03128474,1,01,01,02135517
03129677,1,01,01,05136071
03129677,2,01,01,04775270
03134671,1,01,01,02127564
03142876,1,01,01,02340350
03142876,1,01,02,02213648
03142876,1,02,01,01936888
03142876,1,03,01,01580384
03145028,1,01,01,02507258
03145028,1,01,02,02306774
03145220,1,01,01,04927356
03147485,1,01,01,04612857
03147485,1,02,01,05562748
03164265,1,01,01,02421333
03164265,1,01,02,02135517
03172097,1,01,01,05309909
03172097,1,01,02,05422376
03172097,1,02,01,05845185
03172118,1,01,01,02475253
03172118,2,01,01,02475253
03177438,1,01,01,04427405
03177438,1,01,02,04872377
03179646,1,01,01,04782142
03179646,1,01,02,05419574
03179646,1,02,01,05025660
03182105,1,01,01,02363947
03182105,1,01,02,02475253
03187004,1,01,01,02340350
03187004,1,01,02,02213648
03187278,1,01,01,03207023
03193120,1,01,01,04647927
03193120,1,01,02,04280127
03206066,1,01,01,02135517
03207871,1,01,01,01516333
03207871,1,01,02,01305283
03226527,1,01,01,06234216
03226527,1,01,02,05374044
03230062,1,01,01,05636530
03230062,1,01,02,04570158
03245127,1,01,01,02185851
03251491,1,01,01,01463720
03251491,1,01,02,01452166
03251491,1,02,01,01433333
03251491,1,03,01,01405000
03251491,1,04,01,01245000
03267852,1,01,01,04343740
03267852,1,01,02,04246231
03268033,1,01,01,04750113
03268033,1,01,02,04246231
03270079,1,01,01,02977000
03270079,1,01,02,03370752
03270079,1,02,01,03130645
03277083,1,01,01,02319629
03277083,1,01,02,02307272
03277720,1,01,01,03544608
03277720,1,01,02,03962285
03277725,1,01,01,02370576
03277725,1,01,02,02316730
03277725,1,01,03,02616250
03277725,1,02,01,02274054
03289438,1,01,01,03455328
03289438,1,01,02,03319047
03294690,1,01,01,02208214
03294690,1,01,02,02264761
03294690,1,01,03,02489166
03307854,1,01,01,02943109
03307854,1,01,02,03319047
03308994,1,01,01,02084159
03308994,1,01,02,02414838
03308994,1,02,01,02035683
03314144,1,01,01,02660294
03314144,1,01,02,02796746
03314200,1,01,01,01876226
03314661,1,01,01,02101500
03317436,1,01,01,03544608
03317436,2,01,01,04040000
03320511,1,01,01,04343740
03322368,1,01,01,02925454
03330437,1,01,01,04946889
03338203,1,01,01,04507740
03338203,1,01,02,04821811
03361387,1,01,01,04572476
03363156,1,01,01,04343740
03363156,1,01,02,04262429
03370150,1,01,01,01984271
03371898,1,01,01,03004126
03371898,1,01,02,03052142
03379079,1,01,01,03282000
03379079,1,01,02,03052142
03379079,1,02,01,03175454
03379624,1,01,01,05309909
03379624,1,01,02,05053507
03379889,1,01,01,04343740
03379889,2,01,01,04262429
03387276,1,01,01,05162716
03398941,1,01,01,04871396
03398941,1,02,01,04821811
03407580,1,01,01,01991494
03407580,1,01,02,02121176
03414868,1,01,01,04014166
03414868,1,01,02,05776049
03426905,1,01,01,03207023
03426905,1,01,02,03091162
03426905,1,01,03,03162187
03426905,1,01,04,02532307
03426905,1,01,05,02976129
03426905,1,01,06,02471944
03457247,1,01,01,04995960
03457247,1,01,02,04576179
03457247,1,01,03,05172093
03457247,1,02,01,05332608
03485089,1,01,01,02917916
03485089,1,01,02,02548571
03485089,1,01,03,02287142
03485089,1,02,01,02113571
03500457,1,01,01,02977000
03500457,1,01,02,02886451
03500457,1,01,03,02728571
03500457,1,02,01,03619615
03500457,1,03,01,02532307
03500457,1,04,01,03130645
03506485,1,01,01,05253333
03506485,1,01,02,02304000
03506485,1,02,01,06020000
03515779,1,01,01,05562748
03515779,1,01,02,05377500
03519546,1,01,01,03172959
03519546,1,01,02,03160666
03527483,1,01,01,05162716
03527483,1,01,02,04572476
03527483,1,01,03,04271833
03533300,1,01,01,03199398
03553610,1,01,01,05231645
03553610,1,01,02,05278971
03555596,1,01,01,04581257
03555596,1,01,02,04382875
03559556,1,01,01,04380294
03563917,1,01,01,04649500
03563917,1,01,02,04998013
03569286,1,01,01,03431184
03569286,1,01,02,02886451
03569286,1,01,03,02923666
03569286,1,02,01,02524615
03569286,1,03,01,02818888
03590776,1,01,01,03172959
03590776,1,01,02,03160666
03592174,1,01,01,02340350
03592834,1,01,01,04581257
03592834,1,01,02,05053507
03598402,1,01,01,02127564
03613587,1,01,01,03172959
03613587,1,01,02,03052142
03613587,1,02,01,04276666
03613587,1,03,01,02765128
03613587,1,04,01,03255428
03618008,1,01,01,01116600
03633483,1,01,01,03199398
03633483,1,01,02,02796746
03634557,1,01,01,04946889
03634557,1,01,02,04294392
03635423,1,01,01,03199398
03635423,1,01,02,02796746
03645072,1,01,01,02370576
03645072,1,01,02,02109485
03645072,1,02,01,02183750
03645868,1,01,01,03835000
03653112,1,01,01,03431184
03653112,1,01,02,03091162
03654031,1,01,01,02366862
03654031,1,01,02,02475253
03663412,1,01,01,04821811
03663412,1,02,01,04134809
03664933,1,01,01,02135517
03664933,2,01,01,02135517
03665169,1,01,01,04437675
03665169,2,01,01,04507740
03667028,1,01,01,02250526
03668678,1,01,01,05562748
03668678,1,01,02,04435000
03669178,1,01,01,04437675
03670816,1,01,01,03420337
03670816,1,01,02,03474859
03683608,1,01,01,04210559
03683608,1,02,01,04343740
03693359,1,01,01,02062209
03693359,1,01,02,01984271
03695895,1,01,01,04134809
03695895,1,01,02,04871396
03695895,1,02,01,04775270
03697971,1,01,01,02976129
03697971,2,01,01,03162187
03701867,1,01,01,02930961
03709097,1,01,01,04808269
03709097,1,01,02,04832500
03719128,1,01,01,03455328
03719128,1,01,02,03319047
03725638,1,01,01,02112900
03725638,1,02,01,02475253
03733173,1,01,01,02572424
03733173,1,01,02,03236712
03733173,1,02,01,02818888
03733173,2,01,01,02660294
03733173,2,01,02,02796746
03742140,1,01,01,03944444
03757676,1,01,01,02340350
03759410,1,01,01,08229500
03759410,1,01,02,05407586
03765572,1,01,01,02062209
03765572,1,01,02,02121176
03780616,1,01,01,02084159
03780616,1,01,02,01981213
03782533,1,01,01,04581257
03782533,1,01,02,04382875
03800864,1,01,01,02366862
03800864,1,01,02,02475253
03803941,1,01,01,04347368
03806070,1,01,01,02910000
03806070,1,01,02,01584166
03806957,1,01,01,01041290
03806957,1,01,02,01281875
03820948,1,01,01,04995960
03820948,1,01,02,04280127
03821091,1,01,01,04347368
03822909,1,01,01,04471855
03822909,1,01,02,03812660
03823584,1,01,01,02185851
03832982,1,01,01,04775270
03832982,1,01,02,04821811
03835681,1,01,01,03207023
03835681,1,01,02,02886451
03835681,1,02,01,03453571
03850261,1,01,01,03199398
03850261,1,01,02,02881641
03852971,1,01,01,03375333
03852971,2,01,01,02207361
03860262,1,01,01,05634843
03860262,1,01,02,04612857
03883432,1,01,01,01463720
03883432,1,01,02,01059649
03883432,1,02,01,01365000
03891410,1,01,01,03172959
03891410,1,01,02,03243406
03891410,1,02,01,03455328
03891410,1,03,01,02961351
03909724,1,01,01,02930961
03909724,1,02,01,02964666
03909724,1,03,01,03207023
03910845,1,01,01,02953793
03910845,1,01,02,02509642
03912187,1,01,01,04558723
03912187,1,01,02,03533066
03922501,1,01,01,01524242
03922501,1,01,02,01553125
03923000,1,01,01,04101300
03923000,1,01,02,04571681
03937662,1,01,01,02602631
03937662,1,01,02,02109485
03937709,1,01,01,05440240
03937709,1,01,02,04927356
03937709,2,01,01,04937037
03937917,1,01,01,02121176
03945224,1,01,01,03125625
03945224,1,01,03,06505000
03953002,1,01,01,02062209
03953002,1,01,02,02109485
03953308,1,01,01,03544608
03953308,1,01,02,03962285
03966943,1,01,01,04365294
03966943,1,01,02,04823896
03966943,1,01,03,04164615
03967113,1,01,01,04437675
03967113,1,01,02,04294392
03967113,1,01,03,04391454
03967688,1,01,01,02127564
03967688,1,01,02,01945555
03967688,1,02,01,02118974
03991655,1,01,01,01308363
03991655,1,01,02,01305283
03994847,1,01,01,02425483
03994847,1,01,02,02146181
03998842,1,01,01,03004126
03998842,1,01,02,02836551
04002799,1,01,01,02292333
04009935,1,01,01,02557241
04009935,1,01,02,01980909
04050673,1,01,01,02064038
04050673,1,01,02,02382739
04050739,1,01,01,03544608
04050739,1,01,02,03812660
04055270,1,01,01,04946889
04055270,1,01,02,04294392
04055270,1,01,03,05774090
04055270,1,01,04,04271833
04073111,1,01,01,05634843
04073111,1,01,02,04951100
04074994,1,01,01,05162716
04074994,1,01,02,04572476
04081654,1,01,01,05440240
04081654,1,01,02,04871396
04087982,1,01,01,04858024
04088044,1,01,01,05105000
04091324,1,01,01,02064038
04091324,1,01,02,02382739
04102610,1,01,01,01124000
04102610,1,01,02,01373947
04107311,1,01,01,04750113
04107311,1,01,02,04280127
04114470,1,01,01,02035683
04128860,1,01,01,02421333
04128860,1,01,02,02350086
04128860,1,01,03,02753870
04131466,1,01,01,03403750
04131466,1,01,02,03052142
04136169,1,01,01,02964666
04136169,1,01,02,02881641
04143704,1,01,01,02796746
04145436,1,01,01,04507740
04145436,1,01,02,04909100
04145436,1,01,03,04271833
04153203,1,01,01,02592957
04159534,1,01,01,04262429
04159534,2,01,01,04513730
04167000,1,01,01,05162716
04167000,1,01,02,04909100
04182682,1,01,01,02572424
04182682,1,01,02,03905932
04187389,1,01,01,04816687
04187482,1,01,01,01991494
04195438,1,01,01,04210559
04197566,1,01,01,02977000
04197566,1,01,02,03370752
04197566,1,02,01,03619615
04197566,1,03,01,02802571
04197566,1,04,01,02600789
04248485,1,01,01,02964666
04248485,1,01,02,02524615
04252321,1,01,01,02340350
04252321,1,01,02,02213648
04252321,1,01,03,02584516
04258387,1,01,01,04775270
04258387,1,01,02,04909100
04258417,1,01,01,02421333
04258417,1,01,02,02135517
04258417,1,02,01,02113981
04273314,1,01,01,04995960
04273314,1,01,02,04280127
04273314,1,01,03,04444642
04277225,1,01,01,01991494
04277225,1,01,02,02121176
04278435,1,01,01,01308363
04278435,1,01,02,01057142
04278435,1,02,01,01405000
04279697,1,01,01,02421333
04279697,1,01,02,02462727
04283706,1,01,01,05614111
04283706,1,01,02,05374044
04283706,1,02,01,07081600
04283706,1,03,01,05713333
04284231,1,01,01,04507740
04284231,2,01,01,04317424
04284231,3,01,01,05636530
04284231,4,01,01,04775270
04285550,1,01,01,02146181
04286430,1,01,01,03282000
04286430,1,01,02,03160666
04303627,1,01,01,01530615
04303627,1,01,02,01553125
04308501,1,01,01,05618636
04310735,1,01,01,01991494
04310735,1,01,02,02121176
04313181,1,01,01,04821811
04334880,1,01,01,02363947
04340338,1,01,01,04101300
04340338,1,01,02,04210559
04342267,1,01,01,02593750
04342267,1,01,02,02458653
04342267,1,01,03,02423076
04347367,1,01,01,02547241
04352751,1,01,01,03199398
04352751,1,01,02,03728220
04358965,1,01,01,01516333
04358965,1,01,02,01553125
04361010,1,01,01,04143684
04361010,1,01,02,05331707
04364051,1,01,01,02593750
04364596,1,01,01,03319047
04364596,2,01,01,03060833
04364596,3,01,01,03319047
04365861,1,01,01,05157187
04369931,1,01,01,03587187
04369931,2,01,01,03964642
04386973,1,01,01,04216944
04386973,1,01,02,04571681
04389444,1,01,01,05614111
04389484,1,01,01,04393174
04389484,2,01,01,04649500
04390823,1,01,01,05420000
04390859,1,01,01,04858024
04390859,1,01,02,05278971
04399419,1,01,01,03199398
04399419,1,01,02,03728220
04403103,1,01,01,02268292
04403103,1,01,02,03260000
04403103,1,02,01,02340000
04406084,1,01,01,02401250
04406084,1,01,02,02386341
04423222,1,01,01,04134809
04423222,1,01,02,04872377
04423301,1,01,01,02127564
04423301,1,01,02,02296625
04440416,1,01,01,04437675
04440416,1,01,02,04294392
04440416,1,01,03,04655961
04444767,1,01,01,02602631
04444767,1,01,02,02109485
04447805,1,01,01,02035683
04447805,1,01,02,01984271
04456994,1,01,01,04513730
04456994,1,01,02,05618636
04461274,1,01,01,02943109
04461274,1,01,02,03215857
04472147,1,01,01,04661086
04479195,1,01,01,04343740
04479195,1,01,02,04246231
04483277,1,01,01,05634843
04483277,1,01,02,04440975
04491706,1,01,01,01600769
04493152,1,01,01,05665040
04493152,1,01,02,04808657
04498442,1,01,01,02019603
04498442,1,01,02,02358363
04502199,1,01,01,01982592
04502199,1,01,02,01466774
04505885,1,01,01,02062209
04505885,1,01,02,02121176
04507050,1,01,01,02507258
04507050,1,01,02,03027000
04511179,1,01,01,05105000
04511179,1,01,02,05307851
04511716,1,01,01,01308363
04511716,1,01,02,01452166
04519624,1,01,01,05484814
04531861,1,01,01,02064038
04531861,1,01,02,01945555
04531861,1,02,01,01984271
04531861,1,03,01,02219736
04531861,1,04,01,02460000
04533202,1,01,01,04909100
04533202,2,01,01,06195000
04534053,1,01,01,05665040
04534053,1,01,02,04808657
04534053,1,02,01,06150416
04535258,1,01,01,04775270
04541532,1,01,01,02061052
04541532,1,01,02,02925454
04541532,1,02,01,02953793
04542850,1,01,01,04074074
04542850,1,01,02,03719245
04543136,1,01,01,01463720
04543136,1,01,02,01305283
04543136,1,02,01,01405000
04559805,1,01,01,02595531
04561240,1,01,01,02269473
04561240,1,01,02,02414838
04581739,1,01,01,03091162
04581739,1,02,01,02600789
04603837,1,01,01,01991494
04603837,2,01,01,01984271
04621212,1,01,01,01316774
04621212,1,01,02,01340689
04624732,1,01,01,04343740
04624732,2,01,01,04444642
04635659,1,01,01,04872377
04635659,1,02,01,04821811
04636757,1,01,01,04750113
04636757,1,01,02,04576179
04636757,1,02,01,05714878
04636757,1,03,01,05419574
04639410,1,01,01,02401250
04639410,1,01,02,02077073
04639410,1,01,03,01808823
04646412,1,01,01,02507258
04646412,2,01,01,02306774
04654219,1,01,01,03431184
04656170,1,01,01,01991494
04656170,1,01,02,02121176
04667574,1,01,01,04471855
04667574,1,01,02,03812660
04698721,1,01,01,04946889
04698721,1,01,02,04294392
04709445,1,01,01,04576179
04709445,1,01,03,04626530
04709673,1,01,01,01530615
04709673,1,01,02,02086000
04715752,1,01,01,02930961
04715752,1,01,02,03905932
04718390,1,01,01,03326530
04718390,1,01,02,03243406
04718390,1,02,01,03170882
04718390,1,03,01,02961351
04720900,1,01,01,02271470
04720900,1,01,02,02343714
04723027,1,01,01,02602631
04723027,1,01,02,01981213
04724319,1,01,01,05377500
04731770,1,01,01,04612857
04736355,1,01,01,04262429
04736355,2,01,01,04262429
04738066,1,01,01,04343740
04738066,1,01,02,04280127
04749755,1,01,01,05440240
04749755,1,01,02,04927356
04749755,1,01,03,04271833
04749755,1,02,01,04347368
04749755,1,03,01,04317424
04749755,1,04,01,04570158
04759884,1,01,01,04649500
04759884,1,01,02,04998013
04760423,1,01,01,02185851
04773645,1,01,01,04558723
04773645,1,01,02,03091162
04773645,1,01,03,02532307
04773645,1,02,01,03130645
04773645,2,01,01,02886451
04781002,1,01,01,04427405
04781002,1,01,02,04872377
04783675,1,01,01,02340350
04783675,1,01,02,02213648
04783675,1,01,03,01580384
04783675,1,02,01,02539428
04788686,1,01,01,04967000
04788686,1,01,02,05484814
04799956,1,01,01,05105000
04807998,1,01,01,05792666
04807998,1,02,01,04928611
04812337,1,01,01,04507740
04812337,2,01,01,04909100
04816893,1,01,01,03326530
04816893,1,01,02,03243406
04816893,1,02,01,03170882
04837036,1,01,01,02421333
04837036,1,01,02,02475253
04837676,1,01,01,04101300
04837676,1,01,02,04244698
04868279,1,01,01,05440240
04868279,1,01,02,05305515
04868279,1,02,01,04834117
04877042,1,01,01,02366862
04877042,1,01,02,02135517
04888403,1,01,01,02917916
04888403,1,01,02,02306774
04891190,1,01,01,04507740
04891190,1,01,02,04909100
04894628,1,01,01,04246231
04894628,2,01,01,04262429
04894628,3,01,01,04246231
04923208,1,01,01,05562748
04923208,1,01,02,04382875
04926561,1,01,01,02943109
04936601,1,01,01,04393174
04936601,1,01,02,04244698
04936601,1,02,01,04808269
04936601,1,03,01,05332608
04937196,1,01,01,01202051
04937196,1,01,02,01280212
04937196,1,01,03,01072857
04937196,1,02,01,01743000
04949789,1,01,01,03207023
04952894,1,01,01,04210559
04954283,1,01,01,03848529
04954283,1,01,02,03215857
04954283,1,01,03,02836842
04954580,1,01,01,04558723
04954580,1,01,02,03236712
04962179,1,01,01,01153103
04979618,1,01,01,02208214
04979618,1,01,02,02264761
04979618,1,02,01,03066666
04981046,1,01,01,02319629
04981046,1,01,02,02307272
04983204,1,01,01,03249166
04983204,1,01,02,01750555
04989053,1,01,01,05665040
04996233,1,01,01,02422820
04996233,1,01,02,02386341
04996233,1,02,01,02426153
05004422,1,01,01,02084159
05004422,1,01,02,02109485
05004422,1,02,01,01525090
05004422,1,03,01,02580625
05018780,1,01,01,06349250
05018780,1,01,02,03890454
05018780,2,01,01,04091265
05018780,2,01,02,04823896
05018780,2,02,01,04565000
05018780,2,03,01,05148421
05018896,1,01,01,03544608
05018896,1,01,02,03962285
05036706,1,01,01,04262429
05037857,1,01,01,05149381
05037857,1,01,02,05374044
05037857,1,02,01,05713333
05037857,1,03,01,04382875
05044713,1,01,01,04775270
05044713,1,01,02,04821811
05046369,1,01,01,04558723
05046369,1,01,02,03533066
05046369,1,02,01,02660294
05047739,1,01,01,05512420
05047739,1,01,02,04871396
05047739,1,02,01,04317424
05047739,1,03,01,05660000
05053188,1,01,01,04507740
05053188,1,01,02,04909100
05053188,1,02,01,04655961
05053188,1,03,01,04391454
05058461,1,01,01,02084159
05058461,1,01,02,01945555
05058461,1,02,01,02183750
05058461,1,03,01,02580625
05058981,1,01,01,04427405
05058981,1,01,02,04816687
05058981,1,02,01,04570158
05058981,1,03,01,04775270
05062156,1,01,01,03207023
05062156,1,01,02,02886451
05062156,1,02,01,02419534
05062156,1,03,01,03690370
05066393,1,01,01,06349250
05066393,1,01,02,03890454
05082491,1,01,01,04513730
05082491,1,01,02,04262429
05088198,1,01,01,04995960
05088198,1,01,02,04576179
05088198,1,01,03,05175813
05089063,1,01,01,03533066
05089063,1,02,01,02660294
05089063,1,03,01,03199398
05089063,1,04,01,02976129
05089063,2,01,01,02600789
05089063,3,01,01,02818888
05092116,1,01,01,04946889
05104237,1,01,01,05162716
05122272,1,01,01,01600769
05123270,1,01,01,02019603
05123270,1,01,02,02358363
05127343,1,01,01,02127564
05127343,1,01,02,02296625
05129458,1,01,01,02374785
05129458,1,01,02,02475253
05133683,1,01,01,02035683
05133683,1,01,02,02274054
05138482,1,01,01,03455328
05138482,1,01,02,03474859
05167836,1,01,01,01684615
05167836,1,02,01,02082222
05167836,1,03,01,02956666
05167836,1,04,01,02280000
05171324,1,01,01,05105000
05171324,1,01,02,04244698
05182487,1,01,01,04808657
05182487,1,01,03,06329642
05182487,1,02,01,05198787
05184074,1,01,01,05512420
05184074,1,01,02,05305515
05184074,1,02,01,04937037
05188225,1,01,01,02602631
05192155,1,01,01,04649500
05192155,1,01,02,04998013
05192155,1,01,03,05172093
05192155,1,01,04,05172093
05194492,1,01,01,04750113
05194492,1,01,02,04280127
05194492,1,02,01,05714878
05195237,1,01,01,04427405
05195237,1,01,02,05305515
05202171,1,01,01,04014166
05202171,1,01,02,04612857
05206209,1,01,01,04647927
05206209,1,01,02,04246231
05212138,1,01,01,04121304
05212138,1,01,02,03162187
05213505,1,01,01,06220740
05213505,1,01,02,04382875
05221876,1,01,01,04347368
05221876,1,02,01,04871396
05228103,1,01,01,04507740
05241648,1,01,01,04513730
05241648,1,01,02,04466896
05246176,1,01,01,05440240
05246176,1,01,02,04572476
05246176,1,02,01,04937037
05252974,1,01,01,03181500
05256990,1,01,01,03199398
05256990,1,01,02,02796746
05265410,1,01,01,02113981
05276225,1,01,01,02084159
05276225,1,01,02,02316730
05276225,1,02,01,02183750
05276225,1,03,01,02616250
05278048,1,01,01,03719245
05282438,1,01,01,02943109
05282438,1,01,02,03319047
05298194,1,01,01,05521935
05299225,1,01,01,02218586
05299225,1,02,01,01945555
05300005,1,01,01,04647927
05300005,1,01,02,04280127
05303366,1,01,01,01583571
05324878,1,01,01,01315744
05329504,1,01,01,02269473
05329504,1,01,02,02414838
05333539,1,01,01,04995960
05333539,1,01,02,04280127
05344987,1,01,01,01463720
05344987,1,01,02,01057142
05344987,1,01,03,01880000
05344987,1,02,01,01437333
05344987,1,03,01,01405000
05356465,1,01,01,03310170
05356465,1,01,02,02881641
05362236,1,01,01,04750113
05362236,1,01,02,04576179
